#Selection name: Selection 2
#Area (µm^2): 16793.06
Cell ID,Cluster,Transcripts,Area (µm^2)
aaaaacam-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,1,4.38
aaaaafop-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,0,4.38
aaaaahhf-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,1,4.38
aaaaaoof-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaabbdo-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,6,4.38
aaaaaonb-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,11,4.38
aaaaaemo-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaaaamk-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaaapne-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,19,4.38
aaaaapbc-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,6,4.38
aaaabidm-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,4,4.38
aaaabile-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaabhkm-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,13,4.38
aaaaaeig-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaaagjd-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaabekl-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaabdjj-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,12,4.38
aaaaapll-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,4,4.38
aaaaakgk-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaabclb-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,3,4.38
aaaabape-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,4,4.38
aaaabgpm-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,4,4.38
aaaabcnp-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,11,4.38
aaaaandi-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,9,4.38
aaaabhfd-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaaaiad-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,4,4.38
aaaaagke-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaaaigf-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,6,4.38
aaaabiie-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,3,4.38
aaaabige-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaaajjn-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaabcfg-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,4,4.38
aaaaankn-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaaagnn-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,3,4.38
aaaaalaj-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,3,4.38
aaaaampo-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,1,4.38
aaaaahkc-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,6,4.38
aaaaajll-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,6,4.38
aaaaaoea-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,2,4.38
aaaaaeif-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaaabhh-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaaannd-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,9,4.38
aaaaaafb-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,11,4.38
aaaaaicm-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaaajbp-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaaajbe-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,2,4.38
aaaaakii-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaaanel-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,23,4.38
aaaaadca-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,3,4.38
aaaaaajd-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaabcod-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,12,4.38
aaaabiak-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaaanim-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,12,4.38
aaaaaejl-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,0,4.38
aaaaamna-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,0,4.38
aaaaanep-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,1,4.38
aaaaahok-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaaapdo-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,17,4.38
aaaabhlo-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,4,4.38
aaaaafmd-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,0,4.38
aaaabhbf-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,1,4.38
aaaabiid-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,1,4.38
aaaaahog-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,4,4.38
aaaabdjd-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaaaldg-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,2,4.38
aaaabhkc-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,1,4.38
aaaaanpo-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,11,4.38
aaaaacch-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,1,4.38
aaaaaaao-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,4,4.38
aaaaahni-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,18,4.38
aaaaakba-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,2,4.38
aaaaakmh-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,17,4.38
aaaaaoib-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaaahmm-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,13,4.38
aaaabchj-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,6,4.38
aaaaapio-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaaajpf-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,12,4.38
aaaaanje-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaaagck-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,20,4.38
aaaaafcl-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,14,4.38
aaaaaeeh-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaabjgc-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,4,4.38
aaaaamem-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,2,4.38
aaaabikk-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaaablg-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,3,4.38
aaaabgnc-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,20,4.38
aaaabaed-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,13,4.38
aaaaakcp-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,6,4.38
aaaaaalj-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,9,4.38
aaaabaab-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaabfmh-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaaaoah-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,16,4.38
aaaaalig-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaaaafj-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,9,4.38
aaaabihn-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,2,4.38
aaaaafck-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaabebp-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,18,4.38
aaaaakao-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,11,4.38
aaaabipo-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,2,4.38
aaaabcml-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,1,4.38
aaaaadob-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,2,4.38
aaaabchp-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,14,4.38
aaaaagnp-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,3,4.38
aaaaagaf-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,10,4.38
aaaaaaak-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,3,4.38
aaaaakcn-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,18,4.38
aaaabcbc-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaabidn-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,0,4.38
aaaaakdc-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaaaefd-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,6,4.38
aaaaanli-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaaaoco-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,2,4.38
aaaabbpk-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaaamja-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaaammo-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,1,4.38
aaaaapcg-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,13,4.38
aaaaainj-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,22,4.38
aaaabbki-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,15,4.38
aaaabjcj-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,12,4.38
aaaabchc-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaaamlm-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaaaefj-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,6,4.38
aaaabemn-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaabjfa-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,10,4.38
aaaaanha-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,15,4.38
aaaaadpd-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,16,4.38
aaaaajcn-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,20,4.38
aaaaabmm-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,10,4.38
aaaabfek-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,6,4.38
aaaaaikd-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,13,4.38
aaaaamac-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,11,4.38
aaaabblh-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,6,4.38
aaaaaphk-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,22,4.38
aaaaaoli-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,12,4.38
aaaaahgf-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,4,4.38
aaaaacki-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,2,4.38
aaaabglg-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,12,4.38
aaaaamkg-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,15,4.38
aaaaagaj-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,16,4.38
aaaaalci-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,15,4.38
aaaaaeal-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,11,4.38
aaaaalki-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,3,4.38
aaaabfej-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaaaeol-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,6,4.38
aaaaamom-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,10,4.38
aaaaadib-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,27,4.38
aaaabfab-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,6,4.38
aaaaalij-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,14,4.38
aaaaaolf-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,16,4.38
aaaaacph-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,4,4.38
aaaaalma-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaaaiee-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,2,4.38
aaaabfha-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,4,4.38
aaaabble-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,33,4.38
aaaaapbp-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,17,4.38
aaaaaaig-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,21,4.38
aaaaaopg-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,9,4.38
aaaaalcn-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,18,4.38
aaaabfpi-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,21,4.38
aaaaahpo-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,9,4.38
aaaaahkh-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,6,4.38
aaaaaiih-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaabgfb-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,20,4.38
aaaabchh-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,10,4.38
aaaaaknp-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,13,4.38
aaaaadbb-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,10,4.38
aaaabbgn-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,20,4.38
aaaaapja-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,11,4.38
aaaaaljp-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,4,4.38
aaaaaiph-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaaaimg-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,6,4.38
aaaabgge-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaabacb-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaabfjm-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaaaphg-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,3,4.38
aaaaapbo-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,3,4.38
aaaaaepi-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaaajeo-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,6,4.38
aaaaapci-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,6,4.38
aaaabbee-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaaabol-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,4,4.38
aaaaadlg-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,6,4.38
aaaabgoo-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,18,4.38
aaaaanhg-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaabajl-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaaaadh-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,3,4.38
aaaabhlk-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,4,4.38
aaaabdbj-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,6,4.38
aaaaapln-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaaajpo-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaaalap-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,3,4.38
aaaaacdc-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,1,4.38
aaaabbkh-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,1,4.38
aaaabbpp-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,3,4.38
aaaaaiek-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,1,4.38
aaaaaopl-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaaaaol-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,4,4.38
aaaabaok-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,14,4.38
aaaabfoa-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,4,4.38
aaaaabbb-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,18,4.38
aaaabbcf-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaabfgg-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,11,4.38
aaaaagbh-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaaamhb-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,3,4.38
aaaaamdb-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,6,4.38
aaaaalld-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,12,4.38
aaaabfbd-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,10,4.38
aaaaacmn-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaabanb-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaaaipb-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,12,4.38
aaaaafmb-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,9,4.38
aaaaaimc-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,13,4.38
aaaabbbp-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,11,4.38
aaaabebi-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaaalkk-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,3,4.38
aaaabelh-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,9,4.38
aaaaagab-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,6,4.38
aaaaaafn-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,3,4.38
aaaabhfc-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaaanmm-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,12,4.38
aaaabdla-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,11,4.38
aaaaaljk-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaabiif-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,13,4.38
aaaabghl-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,15,4.38
aaaaanaj-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,18,4.38
aaaaabpb-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,19,4.38
aaaabcci-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,33,4.38
aaaaadcn-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaaanfa-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,4,4.38
aaaaaebj-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,16,4.38
aaaaacho-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaaaeog-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,12,4.38
aaaaadnf-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaaannn-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,16,4.38
aaaabemi-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,2,4.38
aaaaadli-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaabeia-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,15,4.38
aaaabill-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,10,4.38
aaaabejf-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,14,4.38
aaaaadak-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,14,4.38
aaaabdnc-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,12,4.38
aaaaakpp-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaaaljd-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,12,4.38
aaaabgai-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,12,4.38
aaaaafhe-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,12,4.38
aaaaalmm-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,9,4.38
aaaaahhk-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,19,4.38
aaaaaphf-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaabekh-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,25,4.38
aaaaandb-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,25,4.38
aaaaaina-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaaanlo-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,11,4.38
aaaaanmo-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaaadgo-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,33,4.38
aaaabbje-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,20,4.38
aaaabacc-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,29,4.38
aaaabcpo-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,15,4.38
aaaaaldi-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,23,4.38
aaaaakho-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,10,4.38
aaaaadbm-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,20,4.38
aaaaafko-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,24,4.38
aaaabihl-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,23,4.38
aaaaagdp-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,31,4.38
aaaabcph-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,16,4.38
aaaaaaep-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaabgnf-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,13,4.38
aaaaakhk-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,11,4.38
aaaabiem-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,14,4.38
aaaabgnl-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,10,4.38
aaaaaoek-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,29,4.38
aaaaafgl-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,14,4.38
aaaaadhe-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,24,4.38
aaaaaoje-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,25,4.38
aaaaaeao-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,40,4.38
aaaaachp-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,75,4.38
aaaaalhj-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,20,4.38
aaaaaphc-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,17,4.38
aaaabboi-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,50,4.38
aaaaafcf-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,32,4.38
aaaaabon-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,17,4.38
aaaabhap-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,28,4.38
aaaaakhh-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,19,4.38
aaaabjhb-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,39,4.38
aaaaafee-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaabhbi-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,5,4.38
aaaabeii-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,7,4.38
aaaabgng-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,8,4.38
aaaabbnk-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,0,4.38
aaaaaiec-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,12,4.38
aaaaaefh-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,3,4.38
aaaaaoep-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,14,4.38
aaaaapgo-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,6,4.38
aaaaanoa-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,10,4.38
aaaaafkd-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,11,4.38
aaaabfjd-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,0,4.38
aaaabfdh-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,4,4.38
aaaaaemf-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,6,4.38
aaaabein-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,19,4.38
aaaabebm-1,CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1,4,4.38
